"primary","house","street","city","state","zipcode","block","lot","parcel","locationType","notes"
"True","4937","West Joe Thomas Rd.","Tallahassee","FL","32310","","","","",""
"False","311","Cristobal Ct.","Tallahassee","FL","32303","","","","",""
"False","4921","Galloway Rd.","Graceville","FL","32440","","","","",""
"False","15020","Sunray Rd.","Tallahassee","FL","32309","","","","",""
"True","3715","Caracus Court","Tallahassee","FL","32303","","","","",""
"True","120","China Doll Dr.","Tallahassee","FL","32312","","","","",""
"False","1080","Point Milligan Rd.","Quincy","FL","32352","","","","",""
"True","10057","Neamathla Trl.","Tallahassee","FL","32312","","","","",""
"True","2232","Pineland Dr.","Tallahassee","FL","32317","","","","",""
"False","1571","Clifford Hill Ct","Tallahassee","FL","32308","","","","",""
"True","6000","Colonel Scott Dr.","Tallahassee","FL","32309","","","","",""
"True","4345","Crump Road","Tallahassee","FL","32309","","","","",""
"True","711","Spring Creek Highway","Crawfordville","FL","32327","","","","",""
"True","69","Eighth Ave","Crawfordville","FL","32327","","","","",""
"True","4498","Hansome Quarters","Tallahassee","FL","32309","","","","",""
"True","861","Deer Run","Havana","FL","32333","","","","",""
"True","162","Crestwood Dr","Crawfordville","FL","32327","","","","",""
"True","544","Moss View Way","Tallahassee","FL","32312","","","","",""
"True","7268","New Field Dr.","Tallahassee","FL","32303","","","","",""
"True","5997","Ponder Ln.","Tallahassee","FL","32309","","","","",""
"True","3322","Lucky Debonair Trl.","Tallahassee","FL","32309","","","","",""
"True","5557","Denargo Dr.","Tallahassee","FL","32303","","","","",""
"True","6759","Veterans Memorial Hwy.","Tallahassee","FL","32309","","","","",""
"True","6331","Carpenters Lane","Tallahassee","FL","32311","","","","",""
"False","3400","Old Bainbridge Rd.","Tallahassee","FL","32303","","","","",""
"True","2004","Dogwood Hill","Tallahassee","FL","32308","","","","",""
"False","","Saddle Rope Trl","Tallahassee","FL","32317","","","","",""
"True","243","Rosehill Ln.","Tallahassee","FL","32312","","","","",""
"False","4565","Louvinia CT","Tallahassee","FL","32311","","","","",""
"True","4763","Highgrove Rd.","Tallahassee","FL","32309","","","","",""
"True","6979","Standing Pine Ln.","Tallahassee","FL","32312","","","","",""
"True","2450","Tim Gamble Rd.","Tallahassee","FL","","","","","",""
"True","6416","Count Turf Trl","Tallahassee","FL","32309","","","","",""
"True","240","White House Rd.","Monticello","FL","32344","","","","",""
"True","490","Frank Shaw Road","Tallahassee","FL","32312","","","","",""
"False","4131","Pecan Branch","Tallahassee","FL","32309","","","","",""
"True","2270","East Washington St","Monticello","FL","32344","","","","",""
"True","706","Duparc Cir.","Tallahassee","FL","32312","","","","",""
"True","2616","Nez Perce Trl","Tallahassee","FL","32303","","","","",""
"True","1313","North Gadsden St","Tallahassee","FL","32303","","","","","REALTOR"
"False","425","Straw Lane","Tallahassee","FL","32305","","","","",""
"True","4841","Old Bainbridge Rd.","Tallahassee","FL","32303","","","","",""
"True","715","Gwen St.","Tallahassee","FL","32303","","","","",""
"True","4424","Argyle Ln.","Tallahassee","FL","32309","","","","",""
"True","1532","Avondale Way","Tallahassee","FL","","","","","",""
"False","133","Bay Pine Dr","Tallahassee","FL","32327","","","","",""
"False","","Tom Roberts rd","Tallahassee","FL","32305","","","","",""
"True","2796","McFarlane Ct.","Tallahassee","FL","32303","","","","",""
"False","1105","Lothian Dr.","Tallahassee","FL","32312","","","","",""
"True","8607","Bannerman Bluff Ct.","Tallahassee","FL","32312","","","","",""
"True","2004","Woodstock Ln","Tallahassee","FL","32303","","","","",""
"True","5003","Easy St.","Tallahassee","FL","32303","","","","",""
"False","8","Dorothy Loop","Crawfordville","FL","32327","","","","",""
"True","6062","Thackeray Ln,","Tallahassee","FL","32309","","","","",""
"True","7275","Wintercreek Lane","Tallahassee","FL","32309","","","","",""
"True","426","Rich Bay Rd.","Havana","FL","32333","","","","",""
"False","474","Parramore Way","Quincy","FL","32351","","","","",""
"False","13718","Sweet Magnolia Ln","Tallahassee","FL","32309","","","","",""
"True","6415","Dancers Image Trl.","Tallahassee","FL","32309","","","","",""
"True","1407","Shady Rest Rd","Havana","FL","32333","","","","",""
"True","985","Sora Rd.","Tallahassee","FL","32305","","","","",""
"False","40","Summer Brooke Ln","Tallahassee","FL","32327","","","","",""
"True","3439","Briar Branch Trl","Tallahassee","FL","32312","","","","",""
"False","3133","Whirlaway Trl","Tallahassee","FL","32309","","","","",""
"True","4218","Crawfordville Rd.","Tallahassee","FL","32305","","","","",""
"True","73","Mayfair Dr.","Crawfordville","FL","32327","","","","",""
"True","4721","Flowerwood Dr.","Tallahassee","FL","32303","","","","",""
"True","11","Pine Bark Ln","Midway","FL","32343","","","","",""
"False","4730","Stoney Trace","Tallahassee","FL","32309","","","","",""
"False","1546","-3 Metropolitan Blvd.","Tallahassee","FL","32308","","","","",""
"True","6475","Justin Grant Trl.","Tallahassee","FL","32309","","","","",""
"False","1319","Lanier Rd.","Havana","FL","32333","","","","",""
"True","3431","Thresher Dr.","Tallahassee","FL","32312","","","","",""
"True","90","Hogue Landing Ln","Quincy","FL","32351","","","","",""
"False","10032","Surrey Farms Lane","Tallahassee","FL","32309","","","","",""
"False","220","Bannerman Rd","Tallahassee","FL","32312","","","","",""
"True","4901","Parkview Ct.","Tallahassee","FL","32301","","","","",""
"True","7868","Reynolds Ct.","Tallahassee","FL","32312","","","","",""
"True","373","Haron Rd.","Monticello","FL","32344","","","","",""
"True","9923","Waters Meet Dr.","Tallahassee","FL","32312","","","","",""
"True","10","Serenity Ln","Quincy","FL","32344","","","","",""
"True","258","Triplet Rd.","Crawfordville","FL","32327","","","","",""
"True","1200","Coe Landing Rd","Tallahassee","FL","32310","","","","",""
"False","7928","Madrid Hill Dr.","Tallahassee","FL","32309","","","","",""
"True","3467","Valley Creek Drive","Tallahassee","FL","32312","","","","",""
"True","","Debra Brown","Valrico","FL","33594","","","","",""
"True","5988","Colonel Scott Dr.","Tallahassee","FL","32309","","","","",""
"True","4693","Miccosukee Rd.","Tallahassee","FL","32308","","","","",""
"True","250","Rudolph Ln.","Monticello","FL","32344","","","","",""
"True","7931","Bernard St.","Tallahassee","FL","32317","","","","",""
"True","1520","Killearn Center Blvd. Suite 100","Tallahassee","FL","32309","","","","",""
"False","749","Sunflower Rd.","Tallahassee","FL","32305","","","","",""
"True","518","Bobbin Brook Ln.","Tallahassee","FL","32312","","","","",""
"True","9019","Woodville Highway","Tallahassee","FL","32305","","","","","ATU MAINTENANCE"
"True","7825","Maclean Rd.","Tallahassee","FL","32312","","","","",""
"True","8278","Seirra Woods Ct.","Tallahassee","FL","32311","","","","",""
"False","8415","Bucklake Road","Tallahassee","FL","32317","","","","",""
"True","2809","Shamrock St. North","Tallahassee","FL","32309","","","","",""
"False","17995","Rakestraw Dr","Tallahassee","FL","32310","","","","",""
"True","2155","Delta Blvd.","Tallahassee","FL","32303","","","","",""
"True","1519","Killearn Center Blvd.","Tallahassee","FL","32309","","","","",""
"True","652","Forest Lair","Tallahassee","FL","32312","","","","",""
"True","8664","Alexandrite Ct.","Tallahassee","FL","32309","","","","",""
"False","4495","Capital Cir NW","Tallahassee","FL","32303","","","","",""
"True","2113","Trescott Dr.","Tallahassee","FL","32308","","","","",""
"True","2240","Holly Terrace Ln","Tallahassee","FL","32309","","","","",""
"True","10631","Old Centerville Rd","Tallahassee","FL","32309","","","","",""
"True","6476","Cavalcade Trl.","Tallahassee","FL","32309","","","","",""
"True","8","McMahan Dr.","Crawfordville","FL","32327","","","","",""
"True","7500","Creekridge Cir.","Tallahassee","FL","32309","","","","",""
"True","4642","Amber Valley Dr.","Tallahassee","FL","32312","","","","","REALTOR"
"True","2022","-2 Raymond Diehl Rd.","Tallahassee","FL","32308","","","","",""
"False","2103","QueensWood Dr","Tallahassee","FL","32303","","","","",""
"False","","P.O. Box 12833","Tallahassee","FL","32317","","","","",""
"True","6096","Ranch Rd.","Tallahassee","FL","32311","","","","",""
"True","1509","Quail Rd.","Tallahassee","FL","32317","","","","",""
"True","8458","Augustwood Ln.","Tallahassee FL","FL","32311","","","","",""
"True","1341","Alshire Ct. S.","Tallahassee","FL","32317","","","","",""
"True","3706","Corinth Dr.","Tallahassee","FL","32308","","","","",""
"True","6017","Leigh Read Rd.","Tallahassee","FL","32309","","","","",""
"True","3066","Hawks Glen","Tallahassee","FL","32312","","","","",""
"True","127","River Sink Road","Crawfordville","FL","32327","","","","",""
"True","4411","Rockingham Rd.","Tallahassee","FL","32303","","","","",""
"True","7962","Talley Ann Drive","Tallahassee","FL","32311","","","","",""
"True","40","Hunters Trace","Crawfordville","FL","32327","","","","",""
"True","214","Glenbrook Ct.","Tallahassee","FL","32317","","","","",""
"True","9070","Foxwood Dr.","Tallahassee","FL","32309","","","","",""
"True","6514","Fox Chase Ln.","Tallahassee","FL","32311","","","","",""
"True","3044","Adiron Way","Tallahassee","FL","32317","","","","",""
"True","5473","Tallapoosa Rd.","Tallahasse","FL","32303","","","","",""
"True","37","East Pine Ave","Eastpoint","FL","32328","","","","",""
"True","589","Old Magnolia Road","Crawfordville","FL","32327","","","","",""
"True","7821","Deer Pond Ln","Tallahassee","FL","32309","","","","",""
"True","2421","Bass Bay Drive","Tallahassee","FL","32312","","","","",""
"True","1922","Willow Run Dr.","Tallahassee","FL","32312","","","","",""
"False","7551","Bowling Green Dr","Tallahassee","FL","32309","","","","",""
"True","4128","Little Egypt Plantation Rd.","Tallahassee","FL","32309","","","","",""
"True","1273","Rich Bay Rd","Havana","FL","32333","","","","",""
"True","243","Rosehill N.","Tallahassee","FL","32312","","","","",""
"True","1841","Lakeshore Ln.","Tallahassee","FL","32312","","","","",""
"True","150","Shady Rest Rd.","Havana","FL","32333","","","","",""
"True","3116","Lookout Trail","Tallahassee","FL","32308","","","","",""
"True","4708","Capital cir NW","Tallahassee","FL","32303","","","","",""
"True","1215","Lonnie Raker Ln","Crawfordville","FL","32327","","","","",""
"True","7066","Grenville Road","Tallahassee","FL","32309","","","","",""
"True","6981","Napa Ct.","Tallahassee","FL","32317","","","","",""
"True","7481","Creek Ridge Cir.","Tallahassee","FL","32309","","","","",""
"False","4906","High Grove","Tallahassee","FL","32309","","","","",""
"True","1125","Groveland Hills Dr.","Tallahassee","FL","32317","","","","",""
"True","133","Meridian Hills Rd","Tallahassee","FL","32333","","","","",""
"True","733","Livingston Ct.","Tallahassee","FL","32303","","","","",""
"True","6191","Williams Rd","Tallahassee","FL","32311","","","","",""
"True","1712","Vineyard Way","Tallahassee","FL","32317","","","","",""
"True","717","Spiral Garden Way","Tallahassee","FL","32305","","","","",""
"True","4660","Cypress Point Rd.","Tallahassee","FL","32305","","","","",""
"True","8078","Blue Smoke Dr.","Tallahassee","FL","32312","","","","",""
"True","165","Quail Roost Dr.","Quincy","FL","","","","","",""
"True","4986","Mattydale Dr.","Tallahassee","FL","32311","","","","",""
"True","4145","Heniard Dr,","Tallahassee","FL","32302","","","","",""
"True","665","Litchfield Ct.","Tallahassee","FL","32312","","","","",""
"True","3181","Hawks Landing Drive","Tallahassee","FL","32309","","","","",""
"False","11409","Woodville Hwy","Tallahassee","FL","32305","","","","",""
"True","9073","Warbler Dr.","Tallahassee","FL","32305","","","","",""
"True","6512","War Admiral Trl.","Tallahassee","FL","32309","","","","",""
"True","1813","Lawhon Rd","Tallahassee","FL","32305","","","","",""
"True","8383","Chickasaw Trl.","Tallahassee","FL","32312","","","","",""
"False","15026","Wilrob Dr","Tallahassee","FL","32309","","","","",""
"True","5675","Santa Anita Dr","Tallahassee","FL","32309","","","","","ATU MAINTENANCE"
"True","2308","Delgado Dr.","Tallahassee","FL","32304","","","","",""
"True","409","Castleton Cir.","Tallahassee","FL","32312","","","","",""
"True","1425","Avondale Way","Tallahassee","FL","","","","","",""
"True","16","Larid Lane","Crawfordville","FL","32327","","","","",""
"True","1495","Twin Lakes Cir","Tallahassee","FL","32311","","","","",""
"False","14320","Mahan Dr","Tallahassee","FL","32309","","","","",""
"True","5986","Colonel Scott Dr","Tallahassee","FL","32309","","","","",""
"True","2641","Hastings Dr.","Tallahassee","FL","32303","","","","",""
"True","3750","Bobbin Brook Ct.","Tallahassee","FL","32312","","","","",""
"True","5405","Debbie Drive","Tallahassee","FL","32310","","","","",""
"True","5050","Barfield Rd","Tallahassee","FL","32308","","","","",""
"True","73","Fontaine Cir.","Crawfordville","FL","32327","","","","",""
"True","2888","Gerald Dr.","Tallahassee","FL","","","","","",""
"True","4133","Pecan Branch","Tallahassee","FL","32309","","","","",""
"True","9601","Miccosukee Road, MLC 86","Tallahassee","FL","32309","","","","",""
"True","179","Rose Hills Dr W.","Tallahassee","FL","32312","","","","",""
"True","7122","Upland Glade","Tallahassee","FL","32312","","","","",""
"True","3201","Jamey Rd","Tallahassee","FL","32309","","","","",""
"True","194","Rimfire Ln.","Havana","FL","32333","","","","",""
"False","3688","Woodhill Dr","Tallahassee","FL","32303","","","","",""
"True","8047","Evening Star Lane","Tallahassee","FL","32312","","","","",""
"False","3064","Bell Grove Dr","Tallahassee","FL","32308","","","","",""
"False","","PO Box 717","Woodville","FL","32362","","","","",""
"True","9516","Barwick Dr.","Tallahassee","FL","32305","","","","",""
"True","13227","Ringneck Rd.","Tallahassee","FL","32312","","","","",""
"True","3670","Flat Rd.","Tallahassee","FL","32303","","","","",""
"True","2953","Arendell Way","Tallahassee","FL","32308","","","","",""
"False","3005","Lakeshore Dr.","Tallahassee","FL","32312","","","","",""
"True","10079","Collins Hole Rd","Tallahassee","FL","32312","","","","",""
"False","4209","Ben Blvd","Tallahassee","FL","32303","","","","",""
"True","2048","Chimney Swift Hollow","Tallahassee","FL","32312","","","","",""
"True","4301","Sierra Woods Lane","Tallahassee","FL","32311","","","","",""
"True","6984","Alhambra Dr.","Tallahassee","FL","32317","","","","",""
"False","3020","Bell Grove Dr","Tallahassee","FL","32308","","","","",""
"True","1530","Metropolitan Blvd.","Tallahassee","FL","32308","","","","",""
"False","1216","Carson Dr.","Tallahassee","FL","32305","","","","",""
"True","735","Merry Robin Rd.","Tallahassee","FL","32310","","","","",""
"True","7113","Beech Ridge Trail","Tallahassee","FL","32312","","","","",""
"False","3092","Whirlaway","Tallahassee","FL","32309","","","","",""
"False","2064","Cynthia Dr","Tallahassee","FL","32303","","","","",""
"True","4612","St. Augustine Rd.","Monticello","FL","32344","","","","",""
"False","1519","Killearn Center Blvd","Tallahassee","FL","32309","","","","",""
"True","70","Pinewood St.","Crawfordville","FL","32327","","","","",""
"True","","James and Saudra Garner","Tallahassee","FL","32312","","","","",""
"True","122","Mill Branch Rd.","Tallahassee","FL","32312","","","","",""
"True","2543","Hwy., Ste. 1","Crawfordville","FL","32327","","","","",""
"False","4067","Centerville Rd","Tallahassee","FL","32308","","","","",""
"False","13829","Panther Plantation Way","Tallahassee","FL","32309","","","","",""
"True","1671","Martin Luther King Blvd.","Midway","FL","32343","","","","",""
"True","2335","Grassroots Way","Tallahassee","FL","32311","","","","",""
"True","39","Gossett Ln.","Crawfordville","FL","32327","","","","",""
"True","1800","Miccosukee Commons Dr. #1605","Tallahassee","FL","32308","","","","",""
"True","435","Harvey Mill Rd","Crawfordville","FL","32327","","","","",""
"True","1260","Jefferson Rd","Tallahassee","FL","32317","","","","",""
"True","2104","Napoleon Bonaparte Dr","Tallahassee","FL","32308","","","","",""
"True","548","Moss View Way","Tallahassee","FL","32312","","","","",""
"True","2085","Cynthia Dr.","Tallahassee","FL","32303","","","","",""
"True","1691","Timber Run","Havana","FL","32333","","","","",""
"True","9532","Oak Hollow Trail","Tallahassee","FL","32309","","","","",""
"True","16797","Talquin Springs Dr","Tallahassee","FL","32310","","","","",""
"True","5313","Touraine Dr.","Tallahassee","FL","32308","","","","",""
"True","3443","Collins Landing Rd.","Tallahassee","FL","32310","","","","",""
"True","5655","Tea Rose Trail","Tallahassee","FL","32311","","","","",""
"True","2920","Quail Rise Ct","Tallahassee","FL","32309","","","","",""
"True","2321","Haverhill Rd.","Tallahassee","FL","32312","","","","",""
"True","10601","Gerrell Rd","Tallahassee","FL","32305","","","","",""
"False","3971","Camino Real","Tallahassee","FL","32311","","","","",""
"True","1007","Heartside Run","Tallahassee","FL","32317","","","","",""
"False","2286","-3 Wednesday St.","Tallahassee","FL","32308","","","","",""
"True","4972","Glen Castle Dr.","Tallahassee","FL","32309","","","","",""
"True","444","Shadeville Rd.","Crawfordville","FL","32327","","","","",""
"True","916","Conyers St.","Havana","FL","32333","","","","",""
"True","23355","Nutall Rise","Lamont","FL","32336","","","","",""
"True","1345","Barineau Rd","Tallahassee","FL","32304","","","","",""
"True","165","Parkside Cir.","Crawfordville","FL","32327","","","","",""
"True","2409","Napoleon Bonaparte","Tallahassee","FL","32308","","","","",""
"False","8691","Alexandrite Ct.","Tallahassee","FL","32309","","","","",""
"True","6504","Demascus Ct.","Tallahassee","FL","32309","","","","",""
"False","2003","Sandcastle Dr.","Tallahassee","FL","32308","","","","",""
"True","7217","Anhinga Farms Rd.","Tallahassee","FL","32309","","","","",""
"True","9171","Old Chemony Rd.","Tallahassee","FL","32309","","","","",""
"True","4221","Carnwath Rd.","Tallahassee","FL","32303","","","","",""
"True","1801","Bridgemont Trl.","Tallahassee","FL","32309","","","","",""
"True","6240","Bradfordville Rd.","Tallahassee","FL","32309","","","","",""
"False","3971","Tallavana Trl","Havana","FL","32333","","","","",""
"True","1025","Backforest Ln.","Tallahassee","FL","32305","","","","",""
"True","2268","Wednesday St.","Tallahassee","FL","32308","","","","","REALTOR"
"True","14025","Owl Hollow Crest","Tallahassee","FL","32312","","","","",""
"True","14033","Owls Hollow Crest Rd","Tallahassee","FL","32312","","","","",""
"True","2041","Chatsworth Way","Tallahassee","FL","32312","","","","",""
"True","4907","Lester Rd.","Tallahassee","FL","32317","","","","",""
"True","805","Maderia Cir.","Tallahassee","FL","32312","","","","",""
"True","4527","Camden Rd.","Tallahassee","FL","32303","","","","",""
"True","2201","Bourgogne Dr.","Tallahassee","FL","32308","","","","",""
"True","3225","Affirmed Ct.","Tallahassee","FL","32309","","","","",""
"True","3436","Hawks Hill Trl","Tallahassee","FL","32312","","","","",""
"True","278","Cripple Creek Rd.","Havana","FL","32333","","","","",""
"True","4408","Bright Dr.","Tallahassee","FL","32303","","","","",""
"True","4580","Berklie Dr.","Tallahassee","FL","32308","","","","",""
"True","1320","Landsdowne Rd.","Tallahassee","FL","32317","","","","",""
"True","3157","Whirlaway Trail","Tallahassee","FL","32309","","","","",""
"True","6427","Stone Street Trl","Tallahassee","FL","32309","","","","",""
"True","181","Doctor MLK Jr Memorial Rd","Crawfordville","FL","32327","","","","",""
"True","5802","Ashanti Way","Tallahassee","FL","32311","","","","",""
"False","15211","Ironwood Meadow Ln.","Cypress","FL","77429","","","","",""
"False","3400","Daylily Ln","Tallahassee","FL","32308","","","","",""
"True","3153","Spring Creek HWY","Crawfordville","FL","32327","","","","",""
"False","919","Spring Creek HWY","Crawfordville","FL","32327","","","","",""
"True","3025","South Shore Circle","Tallahassee","FL","32312","","","","",""
"False","401","Meadow Ridge Dr.","Tallahassee","FL","32312","","","","",""
"False","4199","Brewster Rd","Tallahassee","FL","32308","","","","",""
"True","2811","W Orange Ave","Tallahassee","FL","32310","","","","",""
"True","6334","Sue Page Dr.","Tallahasse","FL","32310","","","","",""
"True","6775","Circle J Drive","Tallahassee","FL","32312","","","","",""
"True","2049","Harriet Dr.","Tallahassee","FL","32303","","","","",""
"True","1504","Seminole Dr.","Tallahassee","FL","32301","","","","",""
"True","8658","Cabin Hill Rd","Tallahassee","FL","32311","","","","",""
"True","809","Alice Wester Dr.","Tallahassee","FL","32310","","","","",""
"True","2301","Napoleon Bonaparte Dr.","Tallahassee","FL","32308","","","","",""
"False","2888","Bell Dr","Tallahassee","FL","32303","","","","",""
"True","1140","Capital Circle SE Suite 12","Tallahassee","FL","32301","","","","",""
"True","7828","Briarcreek Rd. W.","Tallahassee","FL","32312","","","","",""
"True","3704","Danesborough Dr.","Tallahassee","FL","32303","","","","",""
"True","2440","Monaco Dr.","Tallahassee","FL","32309","","","","",""
"True","821","Arlington Road","Tallahassee","FL","32312","","","","",""
"True","1851","White house Rd.","Monticello","FL","32344","","","","",""
"False","2705","Hastings Dr","Tallahassee","FL","32303","","","","",""
"True","5462","Tallapoosa Rd","Tallahassee","FL","32303","","","","",""
"True","3112","Elwood Trl","Tallahassee","FL","32309","","","","",""
"True","11047","Tung Grove Road","Tallahassee","FL","32317","","","","",""
"True","3644","Harpers Ferry Dr.","Tallahassee","FL","32308","","","","",""
"True","5096","Easy St.","Tallahassee","FL","32303","","","","",""
"True","474","Whiddon Lake Rd","Crawfordville","FL","32327","","","","",""
"True","397","Ridgeland Dr.","Tallahassee","FL","32312","","","","",""
"False","1519","Killearn Center Blvd.","Tallahassee","FL","32309","","","","",""
"True","190","Stillwater Ln.","Havana","FL","32333","","","","",""
"True","9832","Thunder Hill Trl.","Tallahassee","FL","32312","","","","",""
"False","1427","Comanche Ln.","Tallahassee","FL","32304","","","","",""
"True","5054","Walnut Grove Ln.","Tallahassee","FL","32305","","","","",""
"True","6555","Crooked Creek Rd.","Tallahassee","FL","32311","","","","",""
"True","711","Duparc Circle","Tallahassee","FL","32312","","","","",""
"True","4318","Sierra Woods Run","Tallahassee","FL","32311","","","","",""
"True","5051","Quail Valley Rd.","Tallahassee","FL","32309-6687","","","","",""
"False","2655","Hwy # B,","Crawfordville","FL","32327","","","","",""
"True","190","KINSEY RD","CRAWFORDVILLE","FL","32327","","","","","ATU MAINTENANCE"
"False","4025","Deer Lane Dr.","Tallahassee","FL","32312","","","","",""
"True","1010","Sharer Court, Unit 20","Tallahassee","FL","32312","","","","",""
"True","5991","Thornton Ln.","Tallahassee","FL","","","","","",""
"False","","Sparkleberry Blvd","Quincy","FL","32351","","","","",""
"False","18476","Talquin Dr.","Tallahassee","FL","32310","","","","",""
"True","179","Chocktaw Rd.","Crawfordville","FL","32327","","","","",""
"True","3641","Parsonage Ct.","Tallahassee","FL","32308","","","","",""
"True","8243","Queen Anna Dr.","Tallahassee","FL","32317","","","","",""
"True","2805","Topaz Way","Tallahassee","FL","32309","","","","",""
"True","4167","Louvinia Dr.","Tallahassee","FL","32311","","","","",""
"False","4917","Vernon Rd","Tallahassee","FL","32317","","","","",""
"True","1500","Apalachee Pkwy","Tallahassee","FL","32301","","","","",""
"True","117","Woodward Avenue","Tallahassee","FL","32306","","","","",""
"True","2573","Barrington Cir.","Tallahassee","FL","32308","","","","",""
"True","1421","Silver Pine","Tallahassee","FL","32312","","","","",""
"True","518","Frank Shaw Rd","Tallahassee","FL","32312","","","","",""
"True","3041","Harpers Ferry","Tallahassee","FL","32308","","","","",""
"True","7414","Banning Way","Tallahassee","FL","32309","","","","",""
"True","3028","Pasturewood Ln.","Tallahassee","FL","32309","","","","",""
"True","319","RoseHIll Dr E,","Tallahassee","FL","32312","","","","",""
"True","7986","Tally Ann","Tallahassee","FL","32311","","","","",""
"True","8404","Old Post Rd.","Tallahassee","FL","32311","","","","",""
"True","1742","Armistead Place","Tallaahassee","FL","32308","","","","",""
"True","45","Still Water Lane","Havanna","FL","32333","","","","",""
"True","3535","N. Meridian Rd.","Tallahassee","FL","32312","","","","",""
"True","5063","Boxwood Ct.","Tallahassee","FL","32303","","","","",""
"True","7585","Old. St. Augustine Rd.","Tallahassee","FL","32311","","","","",""
"True","2424","Monaco Dr.","Tallahassee","FL","32308","","","","",""
"True","1913","Harriet Dr.","Tallahassee","FL","32303","","","","",""
"False","","Lloyd Creek Rd","Monticello","FL","32344","","","","","N OF 3383 LLOYD CREEK"
"False","4600","Highgrove Rd","Tallahassee","FL","32309","","","","",""
"True","1465","Manor House Drive","Tallahassee","FL","32312","","","","",""
"True","69","Anna Dr.","Crawfordville","FL","32327","","","","",""
"True","1220","Sedgefield","Tallahassee","FL","32301","","","","",""
"False","3307","Dartmoor Dr.","Tallahassee","FL","32312","","","","","NEED 911 ADDRESS"
"False","1161","Virgil Rd.","Tallahasssee","FL","32311","","","","",""
"True","855","San Bonita Blvd.","Havana","FL","32333","","","","",""
"True","328","Anton Dr.","Tallahassee","FL","32312","","","","",""
"True","9516","Sunhawk Blvd.","Tallahassee","FL","32308","","","","",""
"True","3435","Treaty Oak Trl.","Tallahassee","FL","32312","","","","",""
"True","9931","Leaping Deer Ln.","Tallahassee","FL","32309","","","","",""
"True","4041","McLeod Dr.","Tallahassee","FL","32303","","","","",""
"False","1200","Tapley Trail","Tallahassee","FL","32311","","","","",""
"True","6616","Tim Tam Trl","Tallahassee","FL","32309","","","","",""
"True","13470","Rabbit Run Trl.","Tallahassee","FL","32309","","","","",""
"True","6700","Apollo Trl","Tallahassee","FL","32309","","","","",""
"False","3000","S. Adams St.","Tallahassee","FL","32301","","","","",""
"True","2990","Byington Cir.","Tallahassee","FL","32303","","","","",""
"True","5715","Ed White Ct.","Tallahassee","FL","32311","","","","",""
"True","11","Powhatan St.","Crawfordville","FL","32327","","","","",""
"True","6278","Crestwood Drive","Tallahassee","FL","","","","","",""
"True","6800","Ajax Rd,","Tallahassee","FL","32311","","","","",""
"True","1987","Collins Landing Rd.","Tallahassee","FL","32310","","","","",""
"False","","turkey creek rd","Tallahassee","FL","32321","","","","",""
"True","7204","Newfield Dr.","Tallahassee","FL","32303","","","","",""
"False","1881","Chardonnay pl.","Tallahassee","FL","32317","","","","",""
"False","38","Eagle Ct","Havana","FL","32333","","","","",""
"True","8633","Coach Rd","Tallahassee","FL","32309","","","","",""
"True","6621","Man O War Trail","Tallahassee","FL","32309","","","","",""
"True","4902","Center Drive","Tallahassee","FL","32305","","","","",""
"True","1925","Shadyoaks Dr.","Tallahassee","FL","32303","","","","",""
"True","3119","Middlebrooks Cir","Tallahassee","FL","32312-2449","","","","",""
"True","811","Conyers St.","Havana","FL","32333","","","","",""
"True","2712","Charleston Ct.","Tallahassee","FL","32309","","","","",""
"False","3998","Camino Real","Tallahassee","FL","32311","","","","",""
"True","118","Kings Rd.","Havana","FL","32333","","","","",""
"False","1801","Sageway Dr","Tallahassee","FL","32303","","","","",""
"True","4204","Stoney Point Drive","Tallahassee","FL","32309","","","","",""
"True","112","Lake Ellen Circle","Crawfordville","FL","32327","","","","",""
"True","1550","-1 Village Square Blvd.","Tallahassee","FL","32309","","","","",""
"True","401","Live Oak Ln","Havana","FL","32333","","","","",""
"False","1830","Bridgmont Trl","Tallahassee","FL","32312","","","","",""
"True","3092","Harpers Ferry Dr.","Tallahassee","FL","32308","","","","",""
"True","7280","Anglewood Ln.","Tallahassee","FL","32309","","","","",""
"False","1930","Gloria Dr.","Tallahassee","FL","32303","","","","",""
"False","893","-1188 Fax","Tallahassee","FL","32309","","","","",""
"True","6938","Tom Roberts Rd","Tallahassee","FL","32304","","","","",""
"False","4853","Old Bainbridge Rd","Tallahassee","FL","32303","","","","",""
"True","2564","Tiny Leaf Rd.","Tallahassee","FL","32305","","","","",""
"True","2710","N. Monroe St.","Tallahassee","FL","32311","","","","",""
"True","2273","Stonewood Ln","Tallahassee","FL","32305","","","","",""
"True","5709","Split Oak Lane","Tallahassee","FL","32303","","","","",""
"True","151","Woodrich Rd","Crawfordville","FL","32327","","","","",""
"True","315","Sweetwater Cir.","Tallahassee","FL","32327","","","","",""
"True","1834","Mahan Drive","Tallahassee","FL","32308","","","","",""
"True","215","Tradition Way","Monticello","FL","32344","","","","",""
"True","4120","Heniard Dr.","Tallahassee","FL","32303","","","","",""
"True","6723","West Capps Hwy","Monticello","FL","32344","","","","",""
"True","2037","Longview Dr.","Tallahassee","FL","32303","","","","",""
"True","9426","Huckabee Ct.","Tallahassee","FL","32311","","","","",""
"True","8036","Red Eagle Dr.","Tallahassee","FL","32312","","","","",""
"True","3345","Barrow Hill Trl","Tallahassee","FL","32312","","","","",""
